SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount,DiscountApplied,PaymentMethod,ShippingAddress,OrderStatus
300,61,564,4/29/2024,9,1922.38,14.16,Credit Card,"626 Gonzalez Plains
East Chelsea, GA 05060",Completed
301,146,531,12/20/2023,8,594.88,39.3,Credit Card,"06638 Jefferson Pines Suite 996
Brandychester, NC 86680",Pending
302,171,483,7/7/2023,4,1107.02,28.93,Bank Transfer,"PSC 4205, Box 5908
APO AA 51780",Cancelled
303,130,524,5/5/2024,9,1188.67,53.67,Online Payment,"USCGC Bailey
FPO AA 62114",Pending
304,167,574,8/14/2022,3,2683.16,11.41,Online Payment,"5371 Michael Skyway
West Amber, VA 79725",Cancelled
305,12,516,12/9/2022,7,1979.65,13.67,Bank Transfer,"USS Lane
FPO AE 28483",Completed
306,90,420,9/26/2023,7,2286.96,11.55,Cash,"9899 Hines Place
Lake Margaretberg, PA 43830",Cancelled
307,120,564,12/24/2022,3,1370.49,9.22,Credit Card,"4849 Gutierrez Parks Apt. 038
East Brianchester, DE 42064",Cancelled
308,97,517,11/8/2023,4,259.71,16.35,Credit Card,"77870 Hawkins Hollow
Lake Lindseyborough, SC 19283",Completed
309,125,523,5/31/2024,8,3037.15,16.99,Bank Transfer,"69809 Anderson Estates Apt. 805
Rodgerschester, WY 08835",Pending
310,83,466,8/24/2023,4,3019.25,12.87,Bank Transfer,"709 Turner Trace Apt. 925
West Kristenberg, NM 79361",Cancelled
311,197,586,4/1/2023,8,879.7,34.53,Bank Transfer,"22358 Brett Orchard
Carolborough, HI 90900",Completed
312,171,508,3/30/2024,8,931.44,37.49,Cash,"799 Rogers Glens
Lake Sherriport, VA 90969",Cancelled
313,112,417,3/10/2024,9,722.16,25.7,Online Payment,"6546 Bailey Unions
Maryport, MS 18830",Cancelled
314,197,477,5/4/2024,7,502.33,40.42,Online Payment,"588 Cabrera Rapids
Ramirezland, WY 20139",Completed
315,159,444,12/24/2022,5,1243.73,36.46,Cash,"436 Mark Square
West Lisamouth, CO 18670",Completed
316,10,416,2/25/2024,3,467.38,48.29,Cash,"2336 Green Streets Suite 880
Thomaston, DE 60100",Completed
317,120,427,8/21/2023,3,1063.14,6.54,Online Payment,"05925 Misty Village Suite 718
North Allenfurt, KY 67727",Cancelled
318,159,463,6/16/2024,8,775.04,44.04,Cash,"6404 Jeff Green
Lake Patrickchester, HI 34700",Completed
319,63,522,3/4/2023,8,427.77,25.16,Bank Transfer,"1791 Brittany Ramp
Meltonside, LA 85093",Pending
320,92,421,3/18/2023,8,362.99,36.6,Bank Transfer,"77953 Banks Square Apt. 354
New Kimberly, ME 86436",Cancelled
321,40,453,4/8/2024,1,2641.84,12.24,Credit Card,"8233 Martinez Circles Apt. 805
Port Thomas, NV 92356",Cancelled
322,152,571,10/11/2023,5,2492.76,16.54,Bank Transfer,"07694 Rodriguez Route Suite 873
North Steven, MI 39690",Cancelled
323,32,503,3/22/2023,6,114.9,32.7,Bank Transfer,"6778 Brian Fall Apt. 613
West Amandaland, AR 08604",Pending
324,43,491,9/26/2022,5,928.99,57.16,Cash,"559 Donaldson Port Suite 464
Webershire, KS 87757",Pending
325,159,529,2/14/2023,1,892.7,8.69,Bank Transfer,"59956 Guerra Spring Apt. 815
Johnsonton, OK 38800",Cancelled
326,50,589,1/11/2024,6,2026.39,24.41,Credit Card,"3435 Ross Isle
Milesshire, VA 38277",Pending
327,48,551,9/30/2022,8,1654.63,68.39,Bank Transfer,"458 Jason Common Apt. 626
Shaneport, NJ 99144",Cancelled
328,1,405,12/17/2023,6,220.89,9.93,Bank Transfer,"6574 Debbie Knoll
Port Katie, CT 27862",Pending
329,65,424,4/18/2024,5,960.88,54.69,Bank Transfer,"46727 Daniel Well Apt. 506
North Richard, NE 13877",Pending
330,154,513,2/22/2023,3,712.17,8.54,Online Payment,"81594 Rhonda Glens Apt. 001
South Hannahburgh, DE 17135",Cancelled
331,46,571,2/16/2023,7,3373.39,20.33,Bank Transfer,"372 Jerry Plains
New Nicole, CT 30540",Cancelled
332,168,495,12/28/2023,6,1141.2,37.85,Credit Card,"468 Smith Harbor
Smithside, IL 55273",Pending
333,123,460,8/4/2022,5,355.86,70.59,Online Payment,"75641 Colon Viaduct Apt. 016
North Andrea, WI 99709",Cancelled
334,63,582,5/22/2024,6,1218.08,14.65,Cash,"94119 Wallace Highway
West Jeffhaven, ME 29636",Completed
335,59,597,12/6/2022,8,750.66,70.3,Cash,"832 Thompson Islands Suite 033
Smithton, NE 71996",Pending
336,146,465,2/5/2024,1,1103.32,14.96,Online Payment,"614 Bianca Passage
North Nicolemouth, LA 13354",Completed
337,133,508,4/23/2024,1,1397.14,33.34,Credit Card,"USNV Rush
FPO AP 50437",Completed
338,27,495,8/19/2022,4,976.18,26.83,Cash,"2990 Salinas Groves
Gloverhaven, NJ 77541",Completed
339,74,544,3/10/2023,2,1529.74,5.01,Credit Card,"115 Miller Manor Suite 995
Smithside, FL 07771",Pending
340,191,412,7/18/2022,5,808.52,12.79,Bank Transfer,"89190 Perkins Heights
West Melissa, IL 57863",Cancelled
341,34,566,5/17/2024,1,1424.66,47.29,Cash,"678 Scott Manor
North Melissaburgh, UT 46394",Completed
342,13,469,2/2/2023,7,1385.57,31.33,Credit Card,"0617 Willis Knolls Apt. 318
Millerport, CO 81865",Completed
343,92,556,8/4/2022,8,2773.87,8.09,Bank Transfer,"41798 Shane Run Suite 947
Robinsonmouth, VA 68031",Cancelled
344,179,403,5/22/2024,4,441.2,70.05,Bank Transfer,"661 Gary Stream
Lake Jeremy, MA 51930",Completed
345,134,583,3/10/2024,4,501.16,45.28,Credit Card,"7651 Bryan Radial Apt. 355
North Paulside, KS 77074",Cancelled
346,1,541,2/28/2023,6,2721.92,59.06,Bank Transfer,"1744 Smith Spurs
New Stacystad, AR 85133",Completed
347,170,450,12/2/2023,4,3847.11,15.83,Bank Transfer,"54663 Latoya Junctions Apt. 625
Kaneville, CT 02808",Completed
348,17,438,9/6/2022,5,2241.87,34.06,Bank Transfer,"7061 Martinez Courts Apt. 025
Nicholsonburgh, DC 75662",Pending
349,82,403,1/30/2024,5,2149.12,23.69,Online Payment,"5444 Sarah Run
New Laura, ME 55118",Completed
350,33,407,1/14/2024,5,2893.69,34.37,Cash,"USCGC White
FPO AA 56524",Pending
351,23,453,10/27/2022,3,2682.45,12.5,Cash,"865 Valerie Valley
South Timothy, OH 12541",Completed
352,154,483,2/25/2024,9,1106.75,31.82,Cash,"14648 Taylor Fields
Ashleyview, OR 50466",Pending
353,16,417,8/27/2023,1,421.15,86.38,Online Payment,"20070 Melissa Squares
Williamville, OR 21942",Pending
354,35,417,1/11/2023,5,609.29,7.92,Credit Card,"USS Mercado
FPO AA 55494",Cancelled
355,87,519,10/29/2022,1,625.82,7.74,Online Payment,"8538 Jay Isle Suite 066
New Sandrashire, ID 37188",Completed
356,128,404,8/28/2022,1,2934.72,25.33,Cash,"472 James Wells Suite 446
Lake Stephanie, AL 72106",Cancelled
357,73,556,11/12/2023,9,288.91,20.04,Bank Transfer,"04800 Tami Course Suite 514
Tuckerville, TX 94623",Pending
358,67,494,2/13/2023,3,1060.57,61.52,Cash,"209 Stephanie Skyway Apt. 751
South George, KY 55703",Completed
359,45,478,4/2/2023,5,274.19,32.81,Credit Card,"4910 Davis Dam
Garciahaven, FL 19230",Cancelled
360,31,468,3/20/2024,9,2063.35,20.7,Bank Transfer,"672 Jackson Lake
North Paul, ME 31185",Pending
361,155,435,2/11/2023,7,504.23,25.13,Cash,"PSC 1840, Box 8799
APO AA 47520",Pending
362,83,428,5/19/2024,4,1091.47,51.4,Online Payment,"Unit 6936 Box 8663
DPO AE 99346",Cancelled
363,35,474,2/4/2023,5,936.21,50.01,Bank Transfer,"96922 Spence Viaduct
West Ryan, MO 54419",Pending
364,145,477,6/22/2023,8,2455.19,31.52,Online Payment,"9478 Maria Mountains
Blackwellville, AL 36632",Pending
365,75,437,3/16/2024,9,3722.02,32.93,Cash,"8752 Mark Street Suite 440
Jenniferport, VA 51223",Pending
366,145,535,5/21/2024,4,997.4,17.33,Cash,"46818 Maxwell Meadow Suite 518
Vaughnland, CO 24269",Completed
367,34,575,5/19/2024,3,583.05,45.73,Bank Transfer,"68058 Stevens Fall Apt. 738
North Donald, WV 65005",Cancelled
368,162,450,5/16/2023,9,778.46,50.02,Online Payment,"8267 Randall Circles
Lake Carrie, MI 98874",Pending
369,120,532,1/11/2024,6,3196.71,86.77,Credit Card,"PSC 6546, Box 5847
APO AA 57061",Cancelled
370,74,477,5/23/2023,2,400.02,18.72,Cash,"Unit 7496 Box 1862
DPO AE 01648",Pending
371,167,585,5/29/2024,8,1302.37,51,Bank Transfer,"4006 Navarro View
East Jessica, ME 46265",Pending
372,32,510,2/4/2023,2,1888.41,9.89,Online Payment,"97920 Gill Prairie Apt. 098
Lake Melissaside, NC 45556",Completed
373,9,501,5/9/2023,1,1570.11,68.34,Bank Transfer,"56167 Allison Pike Apt. 166
Lake Christina, CT 13873",Completed
374,100,475,8/23/2023,7,3669.38,32.17,Bank Transfer,"76333 Ingram Turnpike
West Cherylberg, ID 45321",Cancelled
375,9,411,3/3/2024,3,877.78,21.04,Online Payment,"08018 Sandoval Point
Jimenezberg, VA 63967",Cancelled
376,47,511,8/27/2023,7,2567.21,27.37,Credit Card,"498 Raymond Park
North Martha, RI 29794",Completed
377,184,425,8/28/2023,2,1638.21,24.3,Cash,"1209 Andre Estate Apt. 323
Susanbury, NY 31041",Pending
378,41,448,5/21/2024,1,161.44,42.53,Credit Card,"USCGC Simpson
FPO AP 44357",Cancelled
379,39,428,7/23/2023,2,846.56,17.47,Credit Card,"4096 David Parkways Suite 148
Sherylberg, NY 83273",Completed
380,91,432,9/8/2023,5,3313.88,57.31,Credit Card,"PSC 6812, Box 6943
APO AP 10601",Pending
381,58,522,7/1/2023,4,1110.51,22.97,Bank Transfer,"Unit 3731 Box 4659
DPO AE 26644",Completed
382,52,562,10/12/2022,5,4384.71,6.68,Cash,"366 Scott Mountains
New Larry, AZ 34731",Cancelled
383,95,421,4/20/2023,4,2066.74,69.95,Bank Transfer,"5691 Rojas Cape Suite 824
Kristinaland, WY 29157",Pending
384,117,522,11/24/2023,4,952.73,23.29,Credit Card,"35400 Allen Square
New Kelly, MS 56972",Completed
385,28,508,10/3/2023,5,328.49,56.45,Bank Transfer,"4020 Glass Turnpike Apt. 418
Amyhaven, ID 43417",Pending
386,138,465,5/18/2024,5,496.51,29.42,Credit Card,"86006 Amanda Hills
Lake Lauratown, AL 93630",Completed
387,171,547,12/18/2022,2,260.11,30.72,Bank Transfer,"2784 Sarah Corners Apt. 130
Esparzaborough, CA 46610",Pending
388,106,587,8/3/2023,3,3177.84,23.35,Cash,"40278 Brian Throughway Suite 193
Lake Ericaburgh, AR 18647",Pending
389,165,576,2/24/2023,3,470.54,3.32,Online Payment,"62521 Vargas Centers Apt. 002
New Angelaside, UT 11720",Cancelled
390,25,588,2/19/2023,9,1426.78,31.06,Cash,"35755 Cruz Alley Suite 663
New Danafurt, CT 30995",Pending
391,108,593,10/8/2022,7,2046.17,19.69,Credit Card,"05435 Marshall Road
Johnburgh, ME 21649",Completed
392,93,411,2/7/2023,2,342.14,33.37,Credit Card,"0347 Andre Wall Apt. 550
Lake Austin, GA 33768",Pending
393,88,573,12/21/2022,1,339.1,69.72,Online Payment,"641 Price Loop Apt. 784
Port Eric, SD 73513",Cancelled
394,170,564,12/29/2023,4,1913.03,37.66,Online Payment,"95377 Kathleen Mill
Osbornville, IA 41740",Completed
395,113,440,5/28/2024,4,565.17,26.05,Online Payment,"1118 Bennett Mews
Hoffmanland, KS 40222",Cancelled
396,159,567,11/23/2023,8,1920.7,45.28,Online Payment,"6013 Mayer Fords Suite 447
Jefferyside, NC 94189",Pending
397,167,576,12/20/2023,7,801.4,76.88,Cash,"7940 Darryl Walks
Ericstad, MS 73308",Cancelled
398,16,600,9/15/2022,6,142.85,32.4,Credit Card,"5638 Sanchez Extensions
Lake Amanda, MN 30821",Pending
399,116,581,8/4/2022,7,1182.07,36.26,Credit Card,"050 Byrd Burg Apt. 206
East Johnfort, KS 76577",Cancelled
400,186,577,9/12/2022,2,1829.07,20.41,Cash,"USCGC Peterson
FPO AA 83067",Completed
510,510,510,16-Jun-23,5,387.07,19.48,PayPal,8 Pankratz Hill,Delivered
516,516,516,7-Jun-23,4,154.87,11.79,PayPal,593 Gale Plaza,Cancelled
522,522,522,8-Jun-23,5,175.3,15.39,PayPal,9597 Colorado Place,Cancelled
543,543,543,12-Jun-23,2,406.77,12.78,PayPal,66464 Charing Cross Junction,Processing
558,558,558,9-Jun-23,1,209.63,1.83,PayPal,8 Fordem Place,Delivered
563,563,563,8-Jun-23,2,151.37,16.31,PayPal,7 Transport Drive,Processing
564,564,564,18-Jun-23,3,327.07,9.97,PayPal,405 Arapahoe Parkway,Cancelled
566,566,566,1-Jun-23,1,224.82,1.39,PayPal,0 Sachtjen Plaza,Processing
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
